0.094455674,0.77141815,0.08361873,0.023207072,0.83944696,0.59230715,0.85990864,0.16303898
0.1016905,0.7627086,0.09080416,0.04004675,0.84082675,0.5975297,0.8504625,0.17930992
0.1455906,0.711112,0.13850509,0.07426926,0.8005044,0.5344819,0.8065007,0.21171796
0.22682448,0.65830594,0.1845897,0.13127759,0.73803174,0.58198965,0.75410974,0.26490292
0.56999177,0.46373597,0.47252247,0.5099546,0.47788936,0.4938351,0.5445726,0.47143126
0.35478994,0.61344355,0.29869285,0.3319199,0.6543291,0.47901607,0.6665764,0.38153172
0.6169701,0.3618024,0.5373668,0.62785023,0.39152768,0.4106324,0.45696884,0.5160686
0.51136017,0.44563115,0.42271477,0.676902,0.48017058,0.43088248,0.47821411,0.5858551
0.52983826,0.4785726,0.45633155,0.6653182,0.49964547,0.37643507,0.5096773,0.5670112
0.41357076,0.6270847,0.3433703,0.42418414,0.62724537,0.42634225,0.633471,0.49324146
0.9482319,0.058895614,0.9466923,0.9956886,0.05875775,0.04613218,0.07054673,0.9241539
0.9724563,0.032036234,0.97601753,0.99830735,0.05368656,0.016356798,0.045465384,0.91958076
0.9712928,0.032964293,0.97892326,0.9946419,0.07368826,0.012536889,0.05064987,0.8912214
0.97098273,0.03971831,0.9733181,0.99217516,0.091654666,0.01681758,0.056007195,0.8941974
0.95999545,0.04319964,0.9595246,0.9974637,0.072105,0.024392454,0.058122434,0.90177655
0.9581825,0.04162775,0.9642987,0.99801373,0.083112516,0.019239593,0.06516469,0.8830503
0.8282607,0.14653087,0.7967811,0.95713544,0.13601702,0.12842679,0.13964415,0.88568914
0.8964048,0.085018486,0.93177205,0.99412704,0.13026875,0.023937734,0.097961426,0.85912603
0.25513405,0.56317383,0.3290705,0.7307723,0.4126224,0.13672028,0.32466882,0.86740446
0.9248328,0.095822535,0.89553034,0.97756916,0.13107643,0.063787594,0.11115538,0.8857664
0.9522023,0.05816532,0.947708,0.98942834,0.1572717,0.030763006,0.10506563,0.8373647
0.846309,0.15813759,0.8548204,0.98721063,0.26575887,0.031573042,0.18235399,0.824224
0.88699925,0.16770077,0.8228719,0.842689,0.26355645,0.123642504,0.1689086,0.8766786
0.071861096,0.96196944,0.020520832,0.08816536,0.9822143,0.9062756,0.83134925,0.75566703
0.9480458,0.078179374,0.9015666,0.8052421,0.17014503,0.13740978,0.12574095,0.8605606
0.92778796,0.046535086,0.94026995,0.96650845,0.1518123,0.03483847,0.1520537,0.7580234
0.0031569446,0.9350216,0.0039791185,0.120313205,0.88235116,0.76509786,0.79990464,0.5553606
0.83381975,0.1087475,0.7547925,0.9194721,0.07690618,0.34521973,0.17222172,0.8431204
0.97089404,0.042548835,0.96114874,0.9263758,0.15662944,0.035841294,0.19500303,0.69463396
0.96892893,0.12707719,0.9025181,0.79541457,0.31090626,0.16074161,0.21918094,0.8796618
0.17409754,0.87665385,0.21571031,0.60907465,0.71108466,0.14055534,0.722257,0.6967479
0.03992589,0.8466572,0.060373988,0.4616908,0.57422304,0.55848265,0.691467,0.64126205
0.07403699,0.11719164,0.07130974,0.29487523,0.6337993,0.49344817,0.3424784,0.45409787
0.0025469458,0.9995882,0.0008877123,0.012434508,0.9982644,0.9957113,0.9889276,0.34461892
8.3229446e-07,0.9999888,4.2953076e-07,7.586386e-07,0.9999814,0.99975985,0.9999877,0.00012557989
1.1472497e-05,0.9999502,1.58729e-05,4.724271e-06,0.99952996,0.9987412,0.99990547,0.00012396762
1.3336854e-06,0.9999591,1.4480414e-06,1.7810557e-05,0.99991024,0.9997286,0.9999831,7.5845506e-05
0.9181145,0.60323805,0.5286921,0.64357,0.76870686,0.9842002,0.57469213,0.4711566
2.1287951e-07,0.99997854,8.1909576e-08,0.00014193753,0.99977094,0.99987924,0.99999857,0.00010777748
1.9529198e-06,0.99982786,1.8963812e-05,0.00021052887,0.9997137,0.9985202,0.99998426,0.00019533711
0.42501527,0.0374145,0.25019792,0.8656463,0.56090975,0.96164984,0.064629555,0.91653943
0.9999989,5.7535754e-06,0.9999993,0.999856,0.00025524042,2.1390331e-05,0.00014550528,0.9891187
