0.23245826,0.17940712,0.14006864,0.5881337,0.19452874,0.8957805,0.17331076,0.89777666,0.8822948,0.8448451,0.2797415,0.9086028
0.23581468,0.1842496,0.15721422,0.58996737,0.19807823,0.88539183,0.17599826,0.8926599,0.86924213,0.839592,0.26024953,0.9032815
0.28703323,0.18859379,0.1761419,0.63856745,0.20452034,0.86446506,0.25961348,0.85537606,0.84788156,0.7850526,0.26088893,0.8684034
0.36432374,0.20287919,0.19722061,0.5997979,0.22918402,0.8440207,0.39524326,0.8101399,0.8236773,0.7233658,0.29931876,0.8277678
0.4522251,0.20713754,0.20780112,0.6194414,0.24215764,0.82837296,0.5666883,0.7346474,0.8076063,0.63859695,0.3375831,0.75922585
0.35054812,0.1977856,0.21370697,0.63403136,0.22988585,0.83110523,0.39118037,0.78714544,0.80937785,0.72518086,0.27692926,0.80625355
0.46676952,0.21393344,0.21585712,0.6356981,0.23976433,0.80949557,0.5834271,0.7369177,0.78798324,0.61464787,0.3195538,0.7596439
0.41072178,0.19317731,0.22495669,0.63749444,0.24282278,0.8140515,0.5057645,0.73638856,0.783804,0.6620035,0.29195142,0.756428
0.37628716,0.19229601,0.22247367,0.6655344,0.2307208,0.8217394,0.42913288,0.7656042,0.80356777,0.7013945,0.2819148,0.7806714
0.34355205,0.19509713,0.21578804,0.6386563,0.23823416,0.82481056,0.4022068,0.762879,0.7968218,0.7129609,0.2579784,0.784138
0.5009829,0.199234,0.2717146,0.6811643,0.26168102,0.7591279,0.7116373,0.6029057,0.7285919,0.563168,0.30898625,0.63499945
0.60155505,0.21305232,0.31583208,0.6987785,0.2728022,0.69337666,0.8391429,0.53686124,0.6780961,0.4849939,0.36994195,0.5764379
0.614789,0.22328347,0.34315774,0.7364123,0.2610251,0.6507357,0.8336729,0.5501879,0.6625918,0.49799097,0.37396044,0.57700354
0.6007485,0.22834672,0.36139724,0.7250249,0.26839828,0.64061016,0.8230171,0.56656784,0.6540327,0.51318294,0.36047632,0.5952429
0.6338375,0.22178678,0.3751953,0.7170709,0.28869227,0.6415445,0.8725604,0.48692107,0.6459448,0.4964845,0.3784056,0.52056485
0.639037,0.22509867,0.42332286,0.7534748,0.2832447,0.56863713,0.8797482,0.47143936,0.6054201,0.5324416,0.40620634,0.49655202
0.49813652,0.19520248,0.3186458,0.6981259,0.25877652,0.72732383,0.64079195,0.65337354,0.71096444,0.6246862,0.3193162,0.67255574
0.46477887,0.195033,0.3558322,0.76412964,0.24803767,0.6588753,0.60963243,0.65013266,0.68168366,0.66645503,0.3202548,0.6565171
0.31687808,0.16690347,0.26078984,0.72317684,0.23103423,0.80178386,0.29959702,0.75522006,0.77992004,0.73977,0.22482388,0.7564463
0.4882199,0.20163648,0.33963078,0.70256114,0.2720656,0.6976761,0.702072,0.6187331,0.68987733,0.61324674,0.31581765,0.6473735
0.55257094,0.2203208,0.42939502,0.7396592,0.27795658,0.567964,0.8079375,0.54465526,0.60183126,0.621372,0.36248145,0.56640655
0.46090332,0.20445159,0.38617128,0.7407733,0.26121312,0.6300772,0.6424344,0.6242595,0.6518973,0.6862514,0.3216894,0.639052
0.43313712,0.19356841,0.3202979,0.7004822,0.25706357,0.7194887,0.56588614,0.7079673,0.71026266,0.6398,0.29395986,0.726365
0.2690745,0.17125456,0.25335357,0.6828968,0.2328009,0.804513,0.1853425,0.82565266,0.7796198,0.75548786,0.21261607,0.8274785
0.5931767,0.22599912,0.3874345,0.69011974,0.28832692,0.6720873,0.86043,0.59809273,0.68112254,0.5031154,0.34010828,0.6332858
0.54182255,0.20783626,0.37672472,0.72132665,0.2655,0.6291554,0.7856001,0.59793395,0.6348119,0.59395385,0.3509267,0.62370294
0.31413424,0.17009619,0.24599542,0.6808647,0.23072492,0.8109484,0.23831642,0.7803627,0.77673835,0.7478771,0.2330562,0.7823341
0.536478,0.2015323,0.323354,0.6744064,0.27413744,0.72254235,0.7778585,0.61699057,0.6988284,0.56903476,0.3329815,0.65079266
0.56873024,0.22454938,0.37163863,0.70227927,0.2741125,0.6294154,0.84413505,0.578701,0.6378421,0.5708434,0.35398334,0.613828
0.48835558,0.20822772,0.325698,0.6782791,0.26662362,0.7014755,0.7057234,0.6750895,0.68804514,0.5901502,0.31313223,0.7049248
0.3635655,0.19409521,0.26725036,0.6930635,0.24018063,0.7639811,0.3872761,0.73532325,0.745627,0.7087582,0.25198746,0.7473798
0.3856781,0.18746951,0.27209026,0.694051,0.23937052,0.776018,0.39722827,0.7465471,0.76084465,0.70314837,0.27450678,0.7531194
0.46268976,0.19508936,0.2938378,0.6939874,0.24626756,0.73483056,0.6029131,0.72428745,0.72413343,0.6205585,0.31570536,0.73691636
0.21969044,0.16309144,0.22297966,0.68130034,0.22310792,0.84729946,0.091016926,0.8250975,0.8169951,0.8038241,0.18344308,0.82122606
0.10680277,0.14861476,0.15083407,0.6745624,0.19040976,0.9054434,0.009108191,0.90873116,0.87808216,0.89420325,0.12256581,0.89673
0.27060917,0.1821009,0.1799134,0.65004176,0.22063783,0.86084646,0.15955192,0.82026196,0.8271989,0.74123496,0.19832158,0.8238635
0.3179334,0.18863826,0.22048904,0.63407856,0.2331473,0.82733077,0.22405495,0.82096505,0.7957748,0.72111243,0.23455001,0.82348025
0.43690476,0.20387234,0.27529022,0.64868766,0.2491798,0.76154476,0.55417645,0.7428019,0.73562205,0.6287928,0.2918706,0.7609653
0.2234836,0.1762489,0.17485467,0.6387046,0.21636689,0.88367236,0.07470673,0.8498817,0.85275537,0.7988151,0.17707446,0.8456432
0.3237151,0.1888115,0.21177073,0.6271588,0.23189247,0.8286001,0.22396791,0.83175015,0.7932251,0.70374477,0.22759147,0.8290367
0.49891922,0.20539713,0.28541574,0.63192284,0.2634621,0.7493282,0.7179981,0.722716,0.7206631,0.5593775,0.32626387,0.7452934
