0.30135277,0.6407913,0.31953076,0.5442671,0.32541573,0.6369478,0.65868586,0.19007502
0.2868719,0.62144434,0.35372093,0.5702458,0.33163598,0.5996797,0.66369164,0.19419207
0.30408016,0.6309211,0.37117013,0.5706064,0.3490048,0.580057,0.62225336,0.22141485
0.31300646,0.65416867,0.35465544,0.5461614,0.37911916,0.6098345,0.54796207,0.24933141
0.33119994,0.68431985,0.3367319,0.5219295,0.41427642,0.63560253,0.45946386,0.30158803
0.30921236,0.67877984,0.3638485,0.53875715,0.4008881,0.60477614,0.51579225,0.268495
0.33112237,0.6711122,0.34776714,0.54532737,0.41501915,0.6235803,0.47577155,0.30650875
0.30655482,0.69062763,0.32867515,0.54684025,0.42796287,0.6504182,0.49891588,0.272679
0.31727737,0.6802105,0.36943635,0.5505274,0.42179435,0.60127366,0.47816548,0.30078936
0.2951328,0.6911917,0.36135343,0.54061645,0.42150128,0.6132427,0.50267357,0.27567607
0.3213833,0.7302473,0.31294057,0.5111016,0.460294,0.672124,0.41960186,0.31458336
0.39805305,0.7462011,0.29740247,0.46519694,0.47971115,0.7116017,0.29019085,0.42129785
0.3892263,0.71705925,0.33512354,0.49846554,0.46552357,0.6604437,0.326262,0.41863415
0.39731726,0.7290613,0.3600978,0.48357508,0.4765321,0.64549506,0.3053787,0.42275217
0.38150564,0.7349772,0.29896507,0.47949633,0.48992732,0.7082308,0.31232744,0.40788093
0.41201788,0.75362223,0.26948977,0.4641465,0.51331323,0.75281674,0.26947996,0.44622543
0.28090885,0.6760479,0.35917008,0.57576203,0.38229683,0.59850407,0.5912541,0.22148257
0.31497222,0.71542776,0.37278134,0.54145145,0.41540942,0.6009395,0.50729936,0.27214056
0.26029012,0.67653424,0.3958102,0.59576935,0.38467944,0.5578011,0.63429016,0.18916607
0.30447096,0.70750403,0.37020284,0.53408074,0.42374548,0.6046432,0.48693722,0.27823424
0.3387342,0.7262954,0.32377982,0.502223,0.46013662,0.67171454,0.40355146,0.35536
0.31331807,0.7089067,0.36020777,0.5275799,0.42076313,0.61876476,0.48481098,0.2939731
0.3322875,0.6898359,0.42700803,0.5502694,0.39809898,0.5455793,0.4798109,0.28168124
0.29508495,0.6602777,0.47011638,0.5941289,0.37110287,0.4888374,0.5723127,0.22488509
