0.3686394,0.87191993,0.656978,0.42828804,0.55214083,0.37255085,0.12607822,0.38795033,0.56586415,0.5870667
0.3819131,0.87590146,0.64456856,0.5068038,0.54082525,0.36509213,0.11899576,0.41472486,0.58213514,0.5147113
0.41939044,0.8374763,0.5809937,0.6014107,0.5113255,0.37798446,0.11195317,0.4533126,0.6314493,0.4727664
0.5070742,0.851583,0.5042515,0.75846255,0.4554945,0.40494254,0.06786037,0.4825412,0.659291,0.4854649
0.5785083,0.8276119,0.39765158,0.86027795,0.40156358,0.46484342,0.050667096,0.5185871,0.69031596,0.46566227
0.5190523,0.844805,0.4597731,0.7231944,0.49441874,0.41053453,0.089222014,0.42754865,0.66411513,0.4942133
0.59899724,0.78593147,0.3654044,0.8781796,0.37592837,0.44149268,0.046754323,0.5750066,0.7408919,0.4404333
0.6063931,0.82539237,0.40964994,0.81876034,0.40877384,0.44707665,0.06872122,0.5321545,0.69842595,0.5540235
0.5418848,0.82581735,0.45931843,0.7741005,0.47423467,0.42983553,0.09414189,0.45785046,0.66422105,0.5115429
0.52165437,0.8571647,0.51678056,0.7175387,0.48532647,0.40781137,0.089821145,0.39433455,0.68492705,0.5215235
0.7257351,0.79640585,0.18610461,0.8323599,0.30762497,0.48013183,0.083902664,0.6563387,0.78268677,0.7008914
0.78317446,0.67544955,0.06597594,0.9408128,0.28100273,0.5405145,0.032392245,0.68827695,0.8230664,0.7436837
0.74734145,0.58911175,0.053183127,0.9330951,0.26709732,0.5217404,0.044980843,0.72770107,0.8452614,0.69956845
0.76122844,0.6065049,0.038304843,0.9439857,0.3107337,0.4724391,0.033497944,0.66865444,0.8618318,0.7475205
0.85685545,0.7072008,0.022453059,0.9694277,0.15357006,0.5001111,0.02219592,0.8656035,0.89432555,0.8834879
0.8151646,0.6089598,0.010134143,0.95157677,0.19685079,0.52286327,0.026660549,0.8073806,0.8923327,0.9513576
0.71817505,0.81511146,0.1711345,0.8517478,0.32299605,0.4367438,0.080999695,0.71204764,0.75742656,0.85101455
0.60510767,0.61350775,0.19879705,0.66640097,0.44569162,0.473078,0.1879976,0.46256536,0.7401318,0.93215114
0.58800346,0.8332982,0.58082247,0.47105265,0.5506666,0.39399776,0.3620527,0.40362045,0.60593307,0.8928635
0.75563896,0.78839165,0.13870408,0.8527801,0.40101853,0.43798307,0.084191084,0.52938956,0.7841272,0.92323875
0.7879426,0.6832221,0.02156796,0.9063913,0.32117507,0.44623065,0.053325262,0.6417797,0.87379783,0.9609134
0.6433692,0.7297494,0.08043681,0.68872076,0.51048005,0.41768566,0.1665533,0.39199674,0.77984774,0.9745653
0.6737416,0.6620331,0.29097784,0.8887782,0.6514621,0.44857135,0.060275897,0.2240784,0.65658146,0.89494103
0.49292654,0.7599715,0.8691571,0.734688,0.8640852,0.3941772,0.13501503,0.055119753,0.41881475,0.7429634
0.89334524,0.7415791,0.025364816,0.9864542,0.31079245,0.41518313,0.011636767,0.73287356,0.8635297,0.82651764
0.7946105,0.5723662,0.014987291,0.9411521,0.26281488,0.48941213,0.032353062,0.75900126,0.86049765,0.9586856
0.55669826,0.8851384,0.634108,0.5314122,0.60622144,0.3907215,0.29639414,0.37398288,0.5282991,0.8997607
0.8539978,0.7988602,0.04685634,0.95315105,0.17768167,0.46978918,0.026621897,0.87853473,0.84460205,0.9152165
0.82911164,0.62217754,0.005917461,0.97067195,0.20330161,0.44209078,0.013476889,0.81441766,0.9260313,0.93422043
0.7406221,0.6957509,0.10704765,0.9495379,0.55321443,0.41728073,0.021798715,0.34923673,0.7755304,0.8452122
0.5380854,0.8265482,0.5115349,0.59697205,0.5456212,0.35577828,0.24583252,0.3583639,0.73003024,0.8772418
0.5666043,0.8200707,0.5480898,0.64142585,0.5071714,0.4056315,0.22231291,0.44675377,0.62566346,0.8690879
0.65970695,0.4776953,0.2463218,0.9037126,0.4628275,0.50001717,0.047537714,0.48705247,0.6598121,0.85733825
0.44244936,0.9315462,0.9529987,0.32531998,0.84480053,0.33749804,0.56216943,0.07994506,0.33085835,0.9197571
0.2191452,0.93096656,0.9984681,0.1608313,0.9102861,0.30469632,0.7164273,0.028316116,0.23284352,0.41927293
0.41748855,0.8848164,0.97376055,0.54037964,0.62502784,0.33971432,0.26449916,0.24749768,0.59487724,0.19818462
0.46064368,0.8721017,0.97102314,0.7582314,0.76587015,0.37293163,0.09824514,0.13330093,0.42386222,0.10621784
0.62670094,0.7772291,0.40368173,0.8817949,0.6252055,0.41634852,0.04605682,0.29627144,0.62143266,0.33011216
0.38381806,0.9702481,0.9942621,0.39319113,0.69313735,0.288665,0.42698622,0.23158725,0.4512653,0.13627696
0.53361386,0.79491436,0.9811767,0.8599319,0.7012068,0.3854648,0.05717608,0.20065586,0.49422875,0.040049374
0.7414629,0.6690652,0.4759963,0.95909,0.56656426,0.48944992,0.013284622,0.344482,0.5849188,0.19578734
0.87626237,0.67072815,0.0010203108,0.97863287,0.19888115,0.481222,0.0067259893,0.857257,0.9148314,0.6882364
0.78304505,0.74542916,0.03494742,0.9095108,0.3324795,0.45411026,0.04401163,0.7072806,0.8009464,0.6465036
0.7936931,0.9274301,0.16405922,0.9285722,0.19448926,0.4175401,0.022331657,0.8887046,0.8309317,0.21346475
0.4866431,0.85986066,0.9619628,0.83261687,0.46847716,0.39295226,0.06260505,0.4447555,0.6551479,0.03432858
0.26371542,0.995673,0.99998355,0.18567681,0.79161036,0.27329496,0.6529867,0.09754947,0.21354309,0.0694985
0.2430864,0.975781,0.9998889,0.12403467,0.8645029,0.3207671,0.77282465,0.04022729,0.2058645,0.3040656
0.8173802,0.90195817,0.023945792,0.83808666,0.22381496,0.4991447,0.061309293,0.79825574,0.8248843,0.7910845
0.35666263,0.98981196,0.9975466,0.27051786,0.63738686,0.3428385,0.4738959,0.2848113,0.3262761,0.15715346
